cluster_kmeans,active_rate,avg_gap_hours,longest_zero_streak_hours,mean_hourly_load,median_hourly_load,p95_load,load_factor,cv,rolling_std_mean_ratio,ramp_volatility,acf_1,acf_24,acf_168,pacf_1,pacf_24,stl_daily_strength,stl_weekly_strength,dominant_period_hours,spectral_entropy,adf_pvalue,kpss_pvalue,adi,cv2,night_ratio,weekend_ratio,trend_slope,net_growth,year_slot_1_ratio,year_slot_2_ratio,year_slot_3_ratio,quarter_1_ratio,quarter_2_ratio,quarter_3_ratio,quarter_4_ratio,month_01_ratio,month_02_ratio,month_03_ratio,month_04_ratio,month_05_ratio,month_06_ratio,month_07_ratio,month_08_ratio,month_09_ratio,month_10_ratio,month_11_ratio,month_12_ratio,dayofweek_0_ratio,dayofweek_1_ratio,dayofweek_2_ratio,dayofweek_3_ratio,dayofweek_4_ratio,dayofweek_5_ratio,dayofweek_6_ratio,hour_00_ratio,hour_01_ratio,hour_02_ratio,hour_03_ratio,hour_04_ratio,hour_05_ratio,hour_06_ratio,hour_07_ratio,hour_08_ratio,hour_09_ratio,hour_10_ratio,hour_11_ratio,hour_12_ratio,hour_13_ratio,hour_14_ratio,hour_15_ratio,hour_16_ratio,hour_17_ratio,hour_18_ratio,hour_19_ratio,hour_20_ratio,hour_21_ratio,hour_22_ratio,hour_23_ratio,active_hours,coverage_ratio,internal_missing_rate_before_fill,reliability_flag_code
0,1.8252838316397668e-05,-1.8252838316463344e-05,0.0,-0.11653273878251214,0.045963691296293074,-0.1260259855857824,0.17349132086484945,-0.16437434199384154,0.29543642197276554,0.06224158179340553,-0.053057479753382146,-0.13247712989556018,-0.06169088568572803,-0.05298250778040096,0.06267380254262624,0.3215280497048282,-0.24362040120004227,-0.3211009174311927,0.2016943010914973,1.6634980943090945,1.6126197977208538,-1.8252838316463344e-05,-0.22231443207337362,0.07106764396442217,-0.1359246848548565,0.5882077077423671,-0.20047031994377648,-0.04337938095993552,0.010626416431847793,0.028276243170866043,-0.08483101029007804,-0.10806822548287362,0.13368862914410978,-0.06134087925756425,-0.05419385605907374,-0.055254649605037266,-0.07272009687615819,-0.05788741840784934,-0.10065992885180776,-0.07724025741540948,0.26698477406741833,0.16305733702050687,0.04634795860763062,-0.08067519549506208,0.010360135331369957,-0.06315611761234227,-0.007842370720929533,0.026942221768695162,0.059320291928455116,0.05139337221803988,0.022789035838623312,-0.08884063558385634,-0.15140609328140683,0.005115931693522245,0.0004568504081682911,-0.025535775987309044,0.07264454820938247,0.07196023391521576,0.06982437007496584,0.061606492710611124,0.05361555325986201,0.15102270138414392,0.03005018351188026,-0.031255111346797045,-0.04457323256848425,-0.016994733016562274,0.11251941862089088,0.1086666552824085,0.057021588582479396,0.04937763062972607,0.0041001230323179875,-0.03766997018276426,-0.1131764278969479,-0.08791972376287914,-0.03608779516245658,-0.0222585910798334,-0.0028686458662606808,0.0,0.0,,0.0
1,-7.621793296964115e-05,7.655753640293321e-05,0.31081081081081074,1.1828730581405436,1.3479768005200734,1.224330333314743,-0.015643190978377144,0.04613253170460139,0.04954901796098287,1.4932498481564034,-0.005235890020687414,-0.014467981383293077,-0.018227332202654312,-0.00524805621158859,-0.04296139107532086,-0.03326925801893847,-0.026672327359347995,35.835585585585584,0.009828436391837008,2913316.911787515,0.24291286444922433,7.655753640293321e-05,0.14156206636052807,0.0011012991618769025,-0.0016324861767063918,-1.5071547217481152,1.347954340170721,0.000882540147635796,0.003940890253571866,-0.010273659905869632,-0.011316065591244569,-0.001977615488839252,0.018909791138032463,0.006734778759148497,-0.005076912952891118,-0.015535769156605091,-0.005787754131911674,-0.0015642798203481345,-0.0027406391219495633,-0.0021834349727943127,0.021919926951874693,0.014199759596477986,-0.0029735512845805666,0.00459906757912868,0.011805432961435732,0.004034088879000662,0.0013321654529694171,0.0018439900667444127,0.0017980577619386474,0.0028256231787295626,0.0035224182955601265,-0.004386166733735596,-0.007427103488745258,0.008219024773533562,0.006760172522480496,0.009927498412747619,0.01905109604063647,0.01340976183413273,-0.006926998214495008,0.008770075601428446,0.006480784850941828,0.02350906357722948,0.02589921204859009,0.022630279135703944,0.012544853298168642,-0.003145852747981511,0.006293827932580696,0.009512425633893914,0.002286727837519347,0.0057622800418948876,0.004531590113085854,-0.0019651617735160906,0.0038369621690670236,0.012776388847818735,0.0037012487347271744,-0.011061009822167994,-0.01573377685452038,0.0,0.0,,0.0
2,-6.658176646501257e-05,6.660513260459133e-05,,2.1594293659189723,2.1691742288026474,2.336741155802562,0.000867031876718649,0.014084580513851534,0.014778266038819616,2.1141724497731085,-0.0011302327962018095,-0.00617774593104958,-0.008196512294332084,-0.001137466066705935,0.020199000877888423,-0.00788681447830325,-0.007408643717907207,11.725308641975309,0.029919352069389865,48298.54793924799,0.025536559613081357,6.660513260459133e-05,0.06706412141379195,-0.0022191122491940535,-0.004277436094270251,1.5962496571168736,3.0857640961765305,-0.005571478188228145,-0.002751348933794559,0.005004713405323071,0.002657942183253795,0.0004094244553783665,0.004070159603759267,-7.008956736351488e-05,0.008214506695757665,0.008036804263964992,0.0025792125741870954,-0.000995378478888632,0.0007537237672969081,0.00030019892405542013,0.010085609342043656,0.008128543432848292,0.00012111227912814998,-0.008043683606463226,-0.0016111598680899886,0.0006370614187403714,0.0011368180471916611,0.0015044941359667148,0.0020665206155512906,0.0015582592748759159,0.0023533912410535615,-0.0012964367565675991,-0.004815565454300272,0.0182993294575233,-0.0023918454808438696,-0.005043470880487064,0.004487101289542172,-0.0006325153316954592,0.005290010490562166,-0.0011501395184829151,-0.02661759694161781,-0.011008448609759504,-0.005421712686549414,-0.000124782409608319,0.002754434070510823,0.002877702158607179,0.003336927556283465,0.00470936627242076,0.005047840182135838,0.0035760218774144818,0.0027465294193059573,0.005132841970499695,0.003649327197404903,0.0007432579173420456,-0.006027668945565749,-0.008892804115696094,0.013286883421586198,0.0,0.0,,0.0
3,-0.00013071387439456486,0.00013081747702865706,0.6774193548387097,1.6011340047218388,1.3252546331505402,1.5486549214233603,0.020970899035770325,0.046518096043741214,0.009414440632558647,1.3650123544284347,0.0008261240872784656,-0.003873160260348195,-0.013474168114051742,0.0008415304398533028,0.023463560123280852,-0.009910569568101204,-0.01649163947511511,0.0,0.05052853125000399,13728.014149736424,0.0,0.00013081747702865706,0.12920779868327587,0.02186740485496173,0.0020052758896199397,2.1719798113413944,5.173393299667774,0.0073971984223675435,-0.0035047816671312302,-0.004692577892685029,0.00943802894983359,-0.009049908630799925,0.01458501067692075,-0.006703841156994708,-0.016119599207326318,-0.0037966821123325643,0.0030857868467443865,-0.020666011269713024,-0.0008656826161134159,0.004752694477433473,0.020900403428283306,-0.0013748581634213369,0.014613744289010085,0.0035895860581826814,-0.014527329645980564,-0.025684626217832306,0.0011799924156125105,-0.00130971759694003,-0.000833510865719053,6.68159351888152e-05,-8.277061808378609e-05,-0.0012473871551487267,0.012233325217190005,0.022093516244592864,0.08053510684419267,0.043567594082740316,0.022673301096681614,-0.0025877837416095843,0.00021822250325191688,-0.004533892077708936,-0.02363688143769424,0.06362350312519946,0.029066077197477207,-0.015352498847344714,-0.005946148973211409,0.023120202788979166,0.02362941894756385,0.022944207328847065,0.013894524649168237,0.000679886500007311,-0.0038262726014348255,0.002661504788106589,0.007201087713614372,0.010694435573760522,-0.012478387227698746,-0.0010641878643833258,0.008723179857259527,0.0,0.0,,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
7,-6.388493410722529e-05,6.390893181304078e-05,0.33333333333333326,3.6360797416743527,3.898660907885528,2.630481400188725,-0.002072742362105435,0.07687371536029415,0.15451582082537277,2.29995275171576,-0.0073733905340949805,-0.04563240969134814,-0.03071037520062604,-0.0073851862221116565,-0.04450464852822193,-0.11252515584050624,-0.16470131793968307,-0.22054582400698686,0.009714260872656828,6997729.495547691,0.0,6.390893181304078e-05,0.43529290033046775,-0.008985201042039374,-0.008626721136816557,-12.444229795969735,-0.45679471491493245,0.008206245395567474,-0.006180517986416542,0.029689395937082808,-0.007708879673426958,-0.00770393789239212,0.010813832967543178,-0.007752983073161333,-0.017046400623580923,-0.001671048617213299,0.002777998457625208,-0.01885748174997989,-0.02288941161886577,-0.009643744954939326,0.015587637020642881,0.017722680332316696,0.016628627249328537,0.0013723635000875778,-0.0107600318987154,-0.04666520009071054,-0.00837463592919918,-0.0015478924476823679,-0.000447843467969441,0.005165789928116163,0.013571626873277304,0.006501163217515259,-0.028108976858510354,-0.0035612660573149735,-0.006694736151244298,-0.02341380950002486,-0.028778898952741272,-0.012582036297379936,-0.012247047115250813,-0.03858241568733915,-0.05016759195300905,-0.019761646691142713,0.0013253396874117333,-0.006215389008938529,-0.004772113846132025,0.008463307260632866,0.015368566713675917,0.01747724905755992,0.015704297928385867,0.012595298882407265,0.007321367650035021,0.0009617000596600545,0.04158326616631376,0.04043516525250257,0.030255515232357005,0.011472683354514596,0.014047465123449404,0.0,0.0,,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
